Sentence,Label,prob_0,prob_1,Prediction
"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .",0,0.99562925,0.0043707327,0
cliches are as thick as the cigarette smoke .,0,0.9903563,0.009643647,0
leave these flowers unpicked -- they 're dead on the vine .,0,0.9976245,0.0023754553,0
"when the plot kicks in , the film loses credibility .",0,0.99867,0.0013300113,0
may be spoofing an easy target -- those old ' 50 ### 's giant creature features -- but ... it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .,1,0.0023156404,0.99768436,1
"the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession .",0,0.99124396,0.00875606,0
imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you 've imagined the ring .,0,0.2780121,0.7219879,1
"this film was made to get laughs from the slowest person in the audience -- just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions .",0,0.9936779,0.006322058,0
"it 's so underwritten that you ca n't figure out just where the other characters , including ana 's father and grandfather , come down on the issue of ana 's future .",0,0.9940252,0.0059748106,0
think of it as a sort of comfort food for the mind .,1,0.0034269094,0.9965731,1
"hilarious , acidic brit comedy .",1,0.0008736253,0.9991264,1
an incredibly clever and superbly paced caper filled with scams within scams within scams .,1,0.0005968809,0.9994031,1
"myers never knows when to let a gag die ; thus , we 're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another .",0,0.99685687,0.003143151,0
"but watching huppert , a great actress tearing into a landmark role , is riveting .",1,0.0008134246,0.9991866,1
a marvellous journey from childhood idealism to adolescent self-absorption .,1,0.000818789,0.9991812,1
"whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment .",1,0.00070500374,0.999295,1
how did it ever get made ?,0,0.990949,0.00905105,0
"it is also , at times , curiously moving .",1,0.001151681,0.9988483,1
it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs .,1,0.0007405877,0.9992594,1
a candid and often fascinating documentary about a pentecostal church in dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,1,0.00089508295,0.9991049,1
the invincible werner herzog is alive and well and living in la,1,0.0005322099,0.9994678,1
worth the effort to watch .,1,0.0004966259,0.9995034,1
"everything that has to do with yvan and charlotte , and everything that has to do with yvan 's rambunctious , jewish sister and her non-jew husband , feels funny and true .",1,0.0007003546,0.99929965,1
"grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .",1,0.0010153651,0.99898463,1
just a bloody mess .,0,0.99883074,0.0011692462,0
"suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video .",0,0.9985662,0.0014338127,0
the film is often filled with a sense of pure wonderment and excitement not often seen in today 's cinema du sarcasm,1,0.001589179,0.9984108,1
i do n't think i 've been as entranced and appalled by an asian film since shinya tsukamoto 's iron man .,1,0.028641641,0.97135836,1
"the powers team has fashioned a comedy with more laughs than many , no question .",1,0.014502943,0.98549706,1
"anchored by a terrific performance by abbass , satin rouge shows that the idea of women 's self-actualization knows few continental divides .",1,0.0010310411,0.99896896,1
kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,1,0.002587974,0.997412,1
"as an actor , the rock is aptly named .",0,0.09129286,0.90870714,1
"thoughtful , provocative and entertaining .",1,0.00070631504,0.9992937,1
"scene-by-scene , things happen , but you 'd be hard-pressed to say what or why .",0,0.86940074,0.13059929,0
"at nearly three hours , the whole of safe conduct is less than the sum of its parts .",0,0.9661359,0.03386409,0
dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,0,0.9962322,0.0037677614,0
"places a slightly believable love triangle in a difficult-to-swallow setting , and then disappointingly moves the story into the realm of an improbable thriller .",0,0.9875712,0.012428835,0
"trivial where it should be profound , and hyper-cliched where it should be sincere .",0,0.9948744,0.0051256036,0
"there 's not much more to this adaptation of the nick hornby novel than charm -- effortless , pleasurable , featherweight charm .",1,0.025644124,0.9743559,1
"good for a few unintentional laughs , `` extreme ops '' was obviously made for the `` xxx '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",0,0.94605666,0.053943355,0
tim story 's not there yet - but ` barbershop ' shows he 's on his way .,1,0.007392168,0.99260783,1
a sports movie with action that 's exciting on the field and a story you care about off it .,1,0.00083231926,0.9991677,1
those outside show business will enjoy a close look at people they do n't really want to know .,1,0.0016297698,0.99837023,1
"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,0.0019276142,0.9980724,1
what happened with pluto nash ?,0,0.9841572,0.015842805,0
notorious c.h.o. has oodles of vulgar highlights .,0,0.09976435,0.90023565,1
"before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon .",0,0.98955846,0.010441558,0
it 's just a silly black genre spoof .,0,0.9974768,0.0025232092,0
"as written by michael berg and michael j. wilson from a story by wilson , this relentless , all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all .",0,0.99213433,0.007865688,0
"in fessenden 's horror trilogy , this theme has proved important to him and is especially so in the finale .",1,0.00081688166,0.9991831,1
"splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .",0,0.011327982,0.988672,1
offers that rare combination of entertainment and education .,1,0.0006966591,0.99930334,1
"romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat-like score .",1,0.00078618526,0.9992138,1
"despite the long running time , the pace never feels slack -- there 's no scene that screams `` bathroom break ! ''",1,0.0013174415,0.99868256,1
"greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders .",1,0.0009916425,0.99900836,1
"moore 's complex and important film is also , believe it or not , immensely entertaining , a david and goliath story that 's still very much playing itself out .",1,0.0004248023,0.9995752,1
"there 's no denying the elaborateness of the artist 's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .",0,0.048585832,0.95141417,1
"as a belated nod to some neglected all-stars , standing in the shadows of motown is cultural history of the best kind : informative , revealing and richly entertaining .",1,0.0009793043,0.9990207,1
engagingly captures the maddening and magnetic ebb and flow of friendship .,1,0.0010091662,0.99899083,1
"eventually , it wins you over .",1,0.0025810003,0.997419,1
"you 'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it .",1,0.15214115,0.84785885,1
"if we do n't demand a standard of quality for the art that we choose , we deserve the trash that we get .",0,0.99695504,0.0030449717,0
the acting alone is worth the price of admission .,1,0.00057142973,0.9994286,1
i admired this work a lot .,1,0.00062036514,0.99937963,1
"might have been better off as a documentary , with less of mr. eyre 's uninspired dramatics and more of his sense of observation and outrage .",0,0.9932423,0.0067576873,0
"it tries too hard , and overreaches the logic of its own world .",0,0.97230625,0.027693776,0
"highlights are the terrific performances by christopher plummer , as the prime villain , and nathan lane as vincent crummles , the eccentric theater company manager .",1,0.0005556941,0.9994443,1
